address,square_feet,url,price,price_per_sq_ft,status,number_of_beds,number_of_bathrooms
"1880 Mission Hills Ln #8-f, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1880-Mission-Hills-Ln-8-F-Northbrook-IL-60062/3341267_zpid/,"$340,000",340000.0,Sold,-,s
"1340 Candlewood Hill Rd, Northbrook, IL 60062","2,864",https://www.zillow.com/homedetails/1340-Candlewood-Hill-Rd-Northbrook-IL-60062/3335150_zpid/,"$630,000",219.97206703910615,Sold,4,3
"1607 Techny Rd, Northbrook, IL 60062","1,181",https://www.zillow.com/homedetails/1607-Techny-Rd-Northbrook-IL-60062/3338745_zpid/,$1.20M,1016.0880609652836,Sold,3,1
"1340 Candlewood Hill Rd, Northbrook, IL 60062","2,864",https://www.zillow.com/homedetails/1340-Candlewood-Hill-Rd-Northbrook-IL-60062/3335150_zpid/,"$630,000",219.97206703910615,Sold,4,3
"2830 Vogay Ln, Northbrook, IL 60062","2,063",https://www.zillow.com/homedetails/2830-Vogay-Ln-Northbrook-IL-60062/3342338_zpid/,"$365,000",176.9268056228793,Sold,3,2
"2327 Cambridge Dr, Northbrook, IL 60062","3,662",https://www.zillow.com/homedetails/2327-Cambridge-Dr-Northbrook-IL-60062/3340789_zpid/,"$450,000",122.88367012561442,Sold,4,4
"2822 Farmington Rd, Northbrook, IL 60062","2,700",https://www.zillow.com/homedetails/2822-Farmington-Rd-Northbrook-IL-60062/3342661_zpid/,"$615,000",227.77777777777777,Sold,4,3
"3473 Dauphine Ave, Northbrook, IL 60062","4,100",https://www.zillow.com/homedetails/3473-Dauphine-Ave-Northbrook-IL-60062/3330322_zpid/,"$892,000",217.5609756097561,Sold,5,5
"3955 Mission Hills Rd Apt A, Northbrook, IL 60062","1,200",https://www.zillow.com/homedetails/3955-Mission-Hills-Rd-APT-A-Northbrook-IL-60062/2082042233_zpid/,"$142,000",118.33333333333333,Sold,1, 
"4010 Greenacre Dr, Northbrook, IL 60062","5,152",https://www.zillow.com/homedetails/4010-Greenacre-Dr-Northbrook-IL-60062/3331533_zpid/,"$975,000",189.24689440993788,Sold,5,4
"1280 Rudolph Rd Apt 3b, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1280-Rudolph-Rd-APT-3B-Northbrook-IL-60062/3329800_zpid/,"$235,000",235000.0,Sold,-,s
"3467 Whirlaway Dr, Northbrook, IL 60062","3,051",https://www.zillow.com/homedetails/3467-Whirlaway-Dr-Northbrook-IL-60062/253421371_zpid/,"$575,000",188.4627990822681,Sold,S,o
"2716 Kingston Dr, Northbrook, IL 60062","20,048",https://www.zillow.com/homedetails/2716-Kingston-Dr-Northbrook-IL-60062/3339701_zpid/,"$420,000",20.949720670391063,Sold,3,3
"1800 Mission Hills Rd Apt 315, Northbrook, IL 60062","2,312",https://www.zillow.com/homedetails/1800-Mission-Hills-Rd-APT-315-Northbrook-IL-60062/3341744_zpid/,"$395,000",170.8477508650519,Sold,3,3
"1800 Mission Hills Rd #g-53, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1800-Mission-Hills-Rd-G-53-Northbrook-IL-60062/3341831_zpid/,"$395,000",395000.0,Sold,-,s
"1880 Mission Hills Ln, Northbrook, IL 60062","4,287",https://www.zillow.com/homedetails/1880-Mission-Hills-Ln-Northbrook-IL-60062/2082733151_zpid/,"$340,000",79.30954047119198,Sold,3,3
"864 Winchester Ln, Northbrook, IL 60062","2,565",https://www.zillow.com/homedetails/864-Winchester-Ln-Northbrook-IL-60062/3333304_zpid/,"$420,000",163.74269005847952,Sold,4,2
"3741 Mission Hills Rd Apt 208, Northbrook, IL 60062","1,800",https://www.zillow.com/homedetails/3741-Mission-Hills-Rd-APT-208-Northbrook-IL-60062/3341591_zpid/,"$240,000",133.33333333333334,Sold,2,2
"3755 Mission Hills Rd, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3755-Mission-Hills-Rd-Northbrook-IL-60062/3341290_zpid/,"$275,000",275000.0,Sold,2,3
"3955 Mission Hills Rd N #1a, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3955-Mission-Hills-Rd-N-1A-Northbrook-IL-60062/3341093_zpid/,"$142,000",142000.0,Sold,-,s
"2757 Royal Dr, Northbrook, IL 60062","2,501",https://www.zillow.com/homedetails/2757-Royal-Dr-Northbrook-IL-60062/3335157_zpid/,"$473,000",189.12435025989603,Sold,4,3
"2049 Plymouth Ln, Northbrook, IL 60062","1,904",https://www.zillow.com/homedetails/2049-Plymouth-Ln-Northbrook-IL-60062/3339220_zpid/,"$405,000",212.71008403361344,Sold,2,3
"2808 Crabtree Ln, Northbrook, IL 60062","1,900",https://www.zillow.com/homedetails/2808-Crabtree-Ln-Northbrook-IL-60062/3333217_zpid/,"$480,000",252.6315789473684,Sold,3,3
"1831 Mission Hills Rd Apt 411, Northbrook, IL 60062","2,550",https://www.zillow.com/homedetails/1831-Mission-Hills-Rd-APT-411-Northbrook-IL-60062/3341558_zpid/,"$285,000",111.76470588235294,Sold,2,2
"1163 Heritage Oaks Dr, Northbrook, IL 60062","8,029",https://www.zillow.com/homedetails/1163-Heritage-Oaks-Dr-Northbrook-IL-60062/101275759_zpid/,$1.71M,212.9779549134388,Sold,7,8
"1183 Shermer Rd, Northbrook, IL 60062","1,128",https://www.zillow.com/homedetails/1183-Shermer-Rd-Northbrook-IL-60062/3336571_zpid/,"$701,500",621.8971631205674,Sold,0,a
"2531 Buckland Ln, Northbrook, IL 60062","2,807",https://www.zillow.com/homedetails/2531-Buckland-Ln-Northbrook-IL-60062/3330205_zpid/,"$415,000",147.84467402921268,Sold,2,4
"1239 Shermer Rd, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1239-Shermer-Rd-Northbrook-IL-60062/158078212_zpid/,"$701,500",701500.0,Sold,S,o
"1199 Shermer Rd, Northbrook, IL 60062","1,947",https://www.zillow.com/homedetails/1199-Shermer-Rd-Northbrook-IL-60062/3336570_zpid/,"$701,500",360.2978941961993,Sold,4,-
"1179 Shermer Rd, Northbrook, IL 60062","1,414",https://www.zillow.com/homedetails/1179-Shermer-Rd-Northbrook-IL-60062/3336572_zpid/,"$701,500",496.1103253182461,Sold,4,2
"2050 Walnut Cir, Northbrook, IL 60062","1,805",https://www.zillow.com/homedetails/2050-Walnut-Cir-Northbrook-IL-60062/3330032_zpid/,"$346,000",191.6897506925208,Sold,3,3
"2123 Brentwood Rd, Northbrook, IL 60062","3,276",https://www.zillow.com/homedetails/2123-Brentwood-Rd-Northbrook-IL-60062/3339334_zpid/,"$850,000",259.46275946275944,Sold,5,3
"1235 Shermer Rd, Northbrook, IL 60062","1,831",https://www.zillow.com/homedetails/1235-Shermer-Rd-Northbrook-IL-60062/3336568_zpid/,"$701,500",383.1239759694156,Sold,-,s
"1229 Shermer Rd, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1229-Shermer-Rd-Northbrook-IL-60062/158078185_zpid/,"$701,500",701500.0,Sold,S,o
"1205 Shermer Rd, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1205-Shermer-Rd-Northbrook-IL-60062/158078186_zpid/,"$701,500",701500.0,Sold,S,o
"3467 Whirlaway Dr, Northbrook, IL 60062","3,051",https://www.zillow.com/homedetails/3467-Whirlaway-Dr-Northbrook-IL-60062/3340688_zpid/,"$575,000",188.4627990822681,Sold,4,2
"3642 Russett Ln, Northbrook, IL 60062","4,000",https://www.zillow.com/homedetails/3642-Russett-Ln-Northbrook-IL-60062/3332460_zpid/,"$540,000",135.0,Sold,4,4
"1934 Barberry Rd, Northbrook, IL 60062","3,200",https://www.zillow.com/homedetails/1934-Barberry-Rd-Northbrook-IL-60062/3340414_zpid/,"$535,000",167.1875,Sold,4,3
"2300 Peachtree Ln, Northbrook, IL 60062","1,510",https://www.zillow.com/homedetails/2300-Peachtree-Ln-Northbrook-IL-60062/3334727_zpid/,"$420,000",278.1456953642384,Sold,4,1
"2216 Ash Ln, Northbrook, IL 60062","1,496",https://www.zillow.com/homedetails/2216-Ash-Ln-Northbrook-IL-60062/3334701_zpid/,"$495,000",330.88235294117646,Sold,3,2
"245 Linden Rd, Northbrook, IL 60062","2,650",https://www.zillow.com/homedetails/245-Linden-Rd-Northbrook-IL-60062/3329588_zpid/,"$590,000",222.64150943396226,Sold,5,-
"1487 Shermer Rd Apt 204b, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1487-Shermer-Rd-APT-204B-Northbrook-IL-60062/3336705_zpid/,"$222,000",222000.0,Sold,3,2
"3810 Mission Hills Rd #g-11, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3810-Mission-Hills-Rd-G-11-Northbrook-IL-60062/3341789_zpid/,"$340,000",340000.0,Sold,-,s
"840 Winchester Ln, Northbrook, IL 60062","2,565",https://www.zillow.com/homedetails/840-Winchester-Ln-Northbrook-IL-60062/3333295_zpid/,"$428,000",166.8615984405458,Sold,4,3
"4584 Deer Trl, Northbrook, IL 60062","2,486",https://www.zillow.com/homedetails/4584-Deer-Trl-Northbrook-IL-60062/3279292_zpid/,"$310,000",124.69831053901851,Sold,4,3
"533 Waters Edge Ct, Northbrook, IL 60062","3,974",https://www.zillow.com/homedetails/533-Waters-Edge-Ct-Northbrook-IL-60062/3329973_zpid/,"$793,000",199.54705586311022,Sold,5,4
"2564 Cotswolds Ct, Northbrook, IL 60062","3,990",https://www.zillow.com/homedetails/2564-Cotswolds-Ct-Northbrook-IL-60062/3330153_zpid/,"$460,000",115.28822055137844,Sold,4,3
"3810 Mission Hills Rd #g-10, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3810-Mission-Hills-Rd-G-10-Northbrook-IL-60062/3341788_zpid/,"$340,000",340000.0,Sold,-,s
"127 Avon Rd, Northbrook, IL 60062","2,610",https://www.zillow.com/homedetails/127-Avon-Rd-Northbrook-IL-60062/3329380_zpid/,"$330,000",126.4367816091954,Sold,3,3
"2406 Illinois Rd, Northbrook, IL 60062","3,000",https://www.zillow.com/homedetails/2406-Illinois-Rd-Northbrook-IL-60062/3334963_zpid/,"$850,000",283.3333333333333,Sold,6,5
"2936 Acorn Ln, Northbrook, IL 60062","2,500",https://www.zillow.com/homedetails/2936-Acorn-Ln-Northbrook-IL-60062/3333229_zpid/,"$568,000",227.2,Sold,3,3
"101 Pointe Dr #1107, Northbrook, IL 60062",,https://www.zillow.com/homedetails/101-Pointe-Dr-1107-Northbrook-IL-60062/80839531_zpid/,"$219,000",219000.0,Sold,2,-
"305 Chipili Dr, Northbrook, IL 60062","1,496",https://www.zillow.com/homedetails/305-Chipili-Dr-Northbrook-IL-60062/3338089_zpid/,"$325,000",217.24598930481284,Sold,3,2
"2123 Brentwood Rd, Northbrook, IL 60062","3,600",https://www.zillow.com/homedetails/2123-Brentwood-Rd-Northbrook-IL-60062/2082332340_zpid/,"$850,000",236.11111111111111,Sold,5,3
"4333 Oak Knoll Ct, Northbrook, IL 60062","3,222",https://www.zillow.com/homedetails/4333-Oak-Knoll-Ct-Northbrook-IL-60062/3330716_zpid/,"$692,500",214.9286157666046,Sold,4,4
"4525 Forest View Dr, Northbrook, IL 60062","2,060",https://www.zillow.com/homedetails/4525-Forest-View-Dr-Northbrook-IL-60062/3279339_zpid/,"$450,000",218.44660194174756,Sold,3,2
"3741 Mission Hills Rd Apt 207, Northbrook, IL 60062","1,746",https://www.zillow.com/homedetails/3741-Mission-Hills-Rd-APT-207-Northbrook-IL-60062/3341590_zpid/,"$350,500",200.74455899198168,Sold,2,-
"3741 Mission Hills Rd #g-61, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3741-Mission-Hills-Rd-G-61-Northbrook-IL-60062/3341692_zpid/,"$350,500",350500.0,Sold,-,s
"3851 Mission Hills Rd #w-102, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3851-Mission-Hills-Rd-W-102-Northbrook-IL-60062/3341171_zpid/,"$157,000",157000.0,Sold,-,s
"660 Ballantrae Dr #1000b, Northbrook, IL 60062",,https://www.zillow.com/homedetails/660-Ballantrae-Dr-1000B-Northbrook-IL-60062/3329277_zpid/,"$270,000",270000.0,Sold,-,s
"660 Ballantrae Dr Apt B, Northbrook, IL 60062","2,300",https://www.zillow.com/homedetails/660-Ballantrae-Dr-APT-B-Northbrook-IL-60062/2084725279_zpid/,"$270,000",117.3913043478261,Sold,2,2
"4020 Dundee Rd, Northbrook, IL 60062","2,300",https://www.zillow.com/homedetails/4020-Dundee-Rd-Northbrook-IL-60062/3330954_zpid/,"$299,000",130.0,Sold,3,3
"3128 Antelope Springs Rd, Northbrook, IL 60062","1,800",https://www.zillow.com/homedetails/3128-Antelope-Springs-Rd-Northbrook-IL-60062/3332782_zpid/,"$295,000",163.88888888888889,Sold,3,3
"1740 Oak Ave, Northbrook, IL 60062","1,964",https://www.zillow.com/homedetails/1740-Oak-Ave-Northbrook-IL-60062/3336857_zpid/,"$530,000",269.857433808554,Sold,3,2
"956 Red Haw Rd, Northbrook, IL 60062","2,427",https://www.zillow.com/homedetails/956-Red-Haw-Rd-Northbrook-IL-60062/3336429_zpid/,"$560,000",230.73753605274,Sold,3,2
"1051 Cobblestone Ct, Northbrook, IL 60062","2,504",https://www.zillow.com/homedetails/1051-Cobblestone-Ct-Northbrook-IL-60062/3329202_zpid/,"$500,000",199.68051118210863,Sold,4,3
"1054 Western Ave, Northbrook, IL 60062","2,776",https://www.zillow.com/homedetails/1054-Western-Ave-Northbrook-IL-60062/3334400_zpid/,"$589,000",212.17579250720462,Sold,4,3
"591 Greenwood Rd, Northbrook, IL 60062","3,444",https://www.zillow.com/homedetails/591-Greenwood-Rd-Northbrook-IL-60062/3330103_zpid/,"$590,000",171.31242740998837,Sold,5,4
"2565 Fairford Ln, Northbrook, IL 60062","4,000",https://www.zillow.com/homedetails/2565-Fairford-Ln-Northbrook-IL-60062/3330124_zpid/,"$525,000",131.25,Sold,4,4
"1230 Woodview Ln, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1230-Woodview-Ln-Northbrook-IL-60062/253423197_zpid/,$1.05M,1050000.0,Sold,S,o
"1825 Greenview Rd, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1825-Greenview-Rd-Northbrook-IL-60062/158081968_zpid/,"$860,000",860000.0,Sold,0,a
"2545 Techny Rd, Northbrook, IL 60062",,https://www.zillow.com/homedetails/2545-Techny-Rd-Northbrook-IL-60062/158081974_zpid/,"$860,000",860000.0,Sold,0,c
"2194 Greenview Rd, Northbrook, IL 60062",800,https://www.zillow.com/homedetails/2194-Greenview-Rd-Northbrook-IL-60062/58356011_zpid/,"$860,000",1075.0,Sold,2,1
"2180 Greenview Rd, Northbrook, IL 60062","1,725",https://www.zillow.com/homedetails/2180-Greenview-Rd-Northbrook-IL-60062/3339577_zpid/,"$860,000",498.5507246376812,Sold,0,a
"2150 Greenview Rd, Northbrook, IL 60062","5,904",https://www.zillow.com/homedetails/2150-Greenview-Rd-Northbrook-IL-60062/3339575_zpid/,"$860,000",145.6639566395664,Sold,6,5
"2164 Greenview Rd, Northbrook, IL 60062","2,000",https://www.zillow.com/homedetails/2164-Greenview-Rd-Northbrook-IL-60062/3339576_zpid/,"$860,000",430.0,Sold,3,2
"2130 Greenview Rd, Northbrook, IL 60062","1,254",https://www.zillow.com/homedetails/2130-Greenview-Rd-Northbrook-IL-60062/3339574_zpid/,"$860,000",685.805422647528,Sold,4,2
"2120 Greenview Rd, Northbrook, IL 60062","1,507",https://www.zillow.com/homedetails/2120-Greenview-Rd-Northbrook-IL-60062/3339573_zpid/,"$860,000",570.6702057067021,Sold,4,2
"1930 Cypress Ln, Northbrook, IL 60062","2,644",https://www.zillow.com/homedetails/1930-Cypress-Ln-Northbrook-IL-60062/3339006_zpid/,"$570,000",215.58245083207262,Sold,4,3
"800 Fair Ln, Northbrook, IL 60062","2,200",https://www.zillow.com/homedetails/800-Fair-Ln-Northbrook-IL-60062/3334779_zpid/,"$225,000",102.27272727272727,Sold,3,2
"2215 Illinois Rd, Northbrook, IL 60062","1,934",https://www.zillow.com/homedetails/2215-Illinois-Rd-Northbrook-IL-60062/3335680_zpid/,"$460,000",237.8490175801448,Sold,3,3
"4000 Dundee Rd Apt 303-a, Northbrook, IL 60062",,https://www.zillow.com/homedetails/4000-Dundee-Rd-APT-303-A-Northbrook-IL-60062/3330939_zpid/,"$157,500",157500.0,Sold,-,s
"4463 Fourwinds, Northbrook, IL 60062","2,698",https://www.zillow.com/homedetails/4463-Fourwinds-Northbrook-IL-60062/3279317_zpid/,"$445,000",164.936990363232,Sold,3,3
"4549 Lindenwood Ln, Northbrook, IL 60062","2,400",https://www.zillow.com/homedetails/4549-Lindenwood-Ln-Northbrook-IL-60062/3279154_zpid/,"$575,000",239.58333333333334,Sold,2,2
"2215 Illinois Rd, Northbrook, IL 60062","1,934",https://www.zillow.com/homedetails/2215-Illinois-Rd-Northbrook-IL-60062/3335680_zpid/,"$460,000",237.8490175801448,Sold,3,3
"3851 Mission Hills Rd Apt 102, Northbrook, IL 60062","1,348",https://www.zillow.com/homedetails/3851-Mission-Hills-Rd-APT-102-Northbrook-IL-60062/2123177703_zpid/,"$157,000",116.46884272997033,Sold,2,2
"1402 Waukegan Rd, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1402-Waukegan-Rd-Northbrook-IL-60062/3337104_zpid/,"$280,000",280000.0,Sold,3,3
"638 Dunsten Cir, Northbrook, IL 60062","1,164",https://www.zillow.com/homedetails/638-Dunsten-Cir-Northbrook-IL-60062/3330237_zpid/,"$350,000",300.6872852233677,Sold,4,3
"1023 Dell Rd, Northbrook, IL 60062","4,004",https://www.zillow.com/homedetails/1023-Dell-Rd-Northbrook-IL-60062/3337451_zpid/,"$810,000",202.2977022977023,Sold,5,4
"947 Kensington Dr #7-e3, Northbrook, IL 60062",,https://www.zillow.com/homedetails/947-Kensington-Dr-7-E3-Northbrook-IL-60062/65553956_zpid/,"$237,500",237500.0,Sold,2,2
"1920 Cherry Ln Apt 118, Northbrook, IL 60062",850,https://www.zillow.com/homedetails/1920-Cherry-Ln-APT-118-Northbrook-IL-60062/3336146_zpid/,"$158,000",185.88235294117646,Sold,2,1
"1224 Hillside Dr, Northbrook, IL 60062","3,200",https://www.zillow.com/homedetails/1224-Hillside-Dr-Northbrook-IL-60062/3336410_zpid/,"$740,000",231.25,Sold,4,2
"4000 Dundee Rd Apt 303, Northbrook, IL 60062",,https://www.zillow.com/homedetails/4000-Dundee-Rd-APT-303-Northbrook-IL-60062/2083496543_zpid/,"$157,500",157500.0,Sold,2,2
"2 The Court Of Harborside, Northbrook, IL 60062","1,450",https://www.zillow.com/homedetails/2-The-Court-Of-Harborside-Northbrook-IL-60062/3333452_zpid/,"$185,000",127.58620689655173,Sold,2,2
"1540 Church St, Northbrook, IL 60062","1,706",https://www.zillow.com/homedetails/1540-Church-St-Northbrook-IL-60062/3336921_zpid/,"$182,000",106.68229777256741,Sold,7, 
"1145 Dell Rd, Northbrook, IL 60062","1,072",https://www.zillow.com/homedetails/1145-Dell-Rd-Northbrook-IL-60062/3337604_zpid/,"$260,000",242.53731343283582,Sold,3,1
"3860 Mission Hills Rd #g-118, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3860-Mission-Hills-Rd-G-118-Northbrook-IL-60062/3342239_zpid/,"$5,000",5000.0,Sold,-,s
"1116 Kensington Dr #21-a1, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1116-Kensington-Dr-21-A1-Northbrook-IL-60062/65553919_zpid/,"$235,000",235000.0,Sold,2,2
"1046 Longaker Rd, Northbrook, IL 60062","1,501",https://www.zillow.com/homedetails/1046-Longaker-Rd-Northbrook-IL-60062/3337481_zpid/,"$312,000",207.86142571618922,Sold,3,2
"2150 Valencia Dr Apt 109a, Northbrook, IL 60062",,https://www.zillow.com/homedetails/2150-Valencia-Dr-APT-109A-Northbrook-IL-60062/3343821_zpid/,"$170,000",170000.0,Sold,2,2
"3810 Mission Hills Rd #g-43, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3810-Mission-Hills-Rd-G-43-Northbrook-IL-60062/3341821_zpid/,"$32,500",32500.0,Sold,-,s
"3341 Lakeside Ave, Northbrook, IL 60062","4,485",https://www.zillow.com/homedetails/3341-Lakeside-Ave-Northbrook-IL-60062/3339902_zpid/,$1.12M,249.72129319955408,Sold,5,5
"817 Cedar Ln, Northbrook, IL 60062","1,026",https://www.zillow.com/homedetails/817-Cedar-Ln-Northbrook-IL-60062/3334764_zpid/,"$336,000",327.48538011695905,Sold,0,c
"1740 Mission Hills Rd Apt 103, Northbrook, IL 60062","1,575",https://www.zillow.com/homedetails/1740-Mission-Hills-Rd-APT-103-Northbrook-IL-60062/3341417_zpid/,"$305,000",193.65079365079364,Sold,2,2
"1570 Christina Ln, Northbrook, IL 60062","1,447",https://www.zillow.com/homedetails/1570-Christina-Ln-Northbrook-IL-60062/3333852_zpid/,"$465,000",321.35452660677265,Sold,0,c
"1414 Wescott Rd, Northbrook, IL 60062","1,332",https://www.zillow.com/homedetails/1414-Wescott-Rd-Northbrook-IL-60062/3334864_zpid/,"$367,000",275.52552552552555,Sold,3,2
"3705 Provenance Way, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3705-Provenance-Way-Northbrook-IL-60062/255363087_zpid/,"$558,500",558500.0,Sold,-,f
"4005 Picardy Dr, Northbrook, IL 60062","2,023",https://www.zillow.com/homedetails/4005-Picardy-Dr-Northbrook-IL-60062/3331262_zpid/,"$448,500",221.7004448838359,Sold,3,2
"1250 Rudolph Dr #3g, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1250-Rudolph-Dr-3G-Northbrook-IL-60062/3329734_zpid/,"$366,000",366000.0,Sold,-,s
"485 Alice Dr, Northbrook, IL 60062","5,787",https://www.zillow.com/homedetails/485-Alice-Dr-Northbrook-IL-60062/3330531_zpid/,$1.07M,184.8971833419734,Sold,5,8
"3110 Pheasant Creek Dr #a303, Northbrook, IL 60062","1,350",https://www.zillow.com/homedetails/3110-Pheasant-Creek-Dr-A303-Northbrook-IL-60062/3332717_zpid/,"$180,000",133.33333333333334,Sold,2,2
"1826 Kiest Ave, Northbrook, IL 60062","1,482",https://www.zillow.com/homedetails/1826-Kiest-Ave-Northbrook-IL-60062/3335863_zpid/,"$390,000",263.1578947368421,Sold,4,3
"3830 Gregory Dr, Northbrook, IL 60062","1,756",https://www.zillow.com/homedetails/3830-Gregory-Dr-Northbrook-IL-60062/3349832_zpid/,"$280,000",159.45330296127563,Sold,5,2
"1132 Galway Ct, Northbrook, IL 60062","2,801",https://www.zillow.com/homedetails/1132-Galway-Ct-Northbrook-IL-60062/3333080_zpid/,"$590,000",210.6390574794716,Sold,4,3
"2068 Techny Rd, Northbrook, IL 60062","1,609",https://www.zillow.com/homedetails/2068-Techny-Rd-Northbrook-IL-60062/3339174_zpid/,"$375,000",233.06401491609697,Sold,3,2
"114 Poplar Ct, Northbrook, IL 60062","2,456",https://www.zillow.com/homedetails/114-Poplar-Ct-Northbrook-IL-60062/3279078_zpid/,"$520,000",211.72638436482086,Sold,2,3
"4323 Phyllis Dr, Northbrook, IL 60062","3,084",https://www.zillow.com/homedetails/4323-Phyllis-Dr-Northbrook-IL-60062/3330851_zpid/,"$210,000",68.09338521400778,Sold,4,2
"1641 Walters Ave, Northbrook, IL 60062","2,917",https://www.zillow.com/homedetails/1641-Walters-Ave-Northbrook-IL-60062/3336922_zpid/,"$520,000",178.26534110387385,Sold,4,3
"1117 Butternut Ln, Northbrook, IL 60062","2,569",https://www.zillow.com/homedetails/1117-Butternut-Ln-Northbrook-IL-60062/3334584_zpid/,"$375,000",145.97119501751655,Sold,5,2
"12 Cottonwood Rd, Northbrook, IL 60062","5,231",https://www.zillow.com/homedetails/12-Cottonwood-Rd-Northbrook-IL-60062/3329462_zpid/,$1.02M,194.99139743834832,Sold,6,7
"510 W Mission Hls, Northbrook, IL 60062",,https://www.zillow.com/homedetails/510-W-Mission-Hls-Northbrook-IL-60062/3342184_zpid/,"$350,000",350000.0,Sold,-,s
"1220 Rudolph Rd Office 1-p, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1220-Rudolph-Rd-OFFICE-1-P-Northbrook-IL-60062/3329643_zpid/,"$386,000",386000.0,Sold,2,-
"858 Woodbine Ln, Northbrook, IL 60062","3,000",https://www.zillow.com/homedetails/858-Woodbine-Ln-Northbrook-IL-60062/3334294_zpid/,"$725,000",241.66666666666666,Sold,5,3
"900 Meadow Rd, Northbrook, IL 60062","1,508",https://www.zillow.com/homedetails/900-Meadow-Rd-Northbrook-IL-60062/3334447_zpid/,"$267,000",177.0557029177719,Sold,3,2
"1771 Mission Hills Rd Apt 216, Northbrook, IL 60062","2,425",https://www.zillow.com/homedetails/1771-Mission-Hills-Rd-APT-216-Northbrook-IL-60062/3342072_zpid/,"$350,000",144.3298969072165,Sold,2,3
"925 Spring Hill Dr Apt 316, Northbrook, IL 60062",,https://www.zillow.com/homedetails/925-Spring-Hill-Dr-APT-316-Northbrook-IL-60062/3332679_zpid/,"$195,000",195000.0,Sold,2,2
"1220 Rudolph Rd Office 1-p, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1220-Rudolph-Rd-OFFICE-1-P-Northbrook-IL-60062/3329643_zpid/,"$386,000",386000.0,Sold,2,-
"510 W Mission Hls, Northbrook, IL 60062",,https://www.zillow.com/homedetails/510-W-Mission-Hls-Northbrook-IL-60062/3342184_zpid/,"$350,000",350000.0,Sold,-,s
"3707 Provenance Way, Northbrook, IL 60062","2,350",https://www.zillow.com/homedetails/3707-Provenance-Way-Northbrook-IL-60062/2085720939_zpid/,"$564,228",240.09702127659574,Sold,3,3
"3605 Pebble Beach Rd, Northbrook, IL 60062","4,582",https://www.zillow.com/homedetails/3605-Pebble-Beach-Rd-Northbrook-IL-60062/3331834_zpid/,$1.18M,257.529463116543,Sold,5,6
"2450 Landwehr Rd, Northbrook, IL 60062","4,050",https://www.zillow.com/homedetails/2450-Landwehr-Rd-Northbrook-IL-60062/3342350_zpid/,"$612,500",151.23456790123456,Sold,5,5
"2091 Avalon Ct #j, Northbrook, IL 60062",,https://www.zillow.com/homedetails/2091-Avalon-Ct-J-Northbrook-IL-60062/62005881_zpid/,"$260,000",260000.0,Sold,-,s
"1010 Angle Ave, Northbrook, IL 60062","3,750",https://www.zillow.com/homedetails/1010-Angle-Ave-Northbrook-IL-60062/3335866_zpid/,"$630,000",168.0,Sold,5,5
"2534 Essex Dr, Northbrook, IL 60062","1,924",https://www.zillow.com/homedetails/2534-Essex-Dr-Northbrook-IL-60062/3343586_zpid/,"$375,000",194.9064449064449,Sold,4,4
"101 Pointe Dr Unit 107, Northbrook, IL 60062","1,610",https://www.zillow.com/homedetails/101-Pointe-Dr-UNIT-107-Northbrook-IL-60062/2087742011_zpid/,"$219,000",136.0248447204969,Sold,2,2
"718 York Ct, Northbrook, IL 60062","1,991",https://www.zillow.com/homedetails/718-York-Ct-Northbrook-IL-60062/3337279_zpid/,"$255,000",128.0763435459568,Sold,2,3
"3851 Mission Hills Rd #w-203, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3851-Mission-Hills-Rd-W-203-Northbrook-IL-60062/3341184_zpid/,"$190,000",190000.0,Sold,-,s
"1621 Mission Hills Rd #n-303, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1621-Mission-Hills-Rd-N-303-Northbrook-IL-60062/3341329_zpid/,"$325,000",325000.0,Sold,-,s
"4215 Yorkshire Ln, Northbrook, IL 60062","2,802",https://www.zillow.com/homedetails/4215-Yorkshire-Ln-Northbrook-IL-60062/3331629_zpid/,"$575,000",205.21056388294076,Sold,4,3
